,text,gender,category
17641,"ours. the author hopes to pay his debt, by dedicating this work",1,work
17642,      dwell in them; no country family has fewer than forty men and ,1,home
17643,life. if he can be taken care of better by employing three,1,achievement
17644,"replenished by an invisible hand. in the day, i believe, he worked sometimes",1,work
17645,"from that voyage, to the sailors' home of which he was a faithful",1,home
17646,her manufacturing industry rose again to its ancient immense,0,work
17647,he did not say a word; he was happy beyond the power of speech.,1,achievement
17648,"<p>&nbsp;but when this subject was succeeded by his account of mr. wickham,",1,achievement
17649,and out of her there came a power upon him;,0,achievement
17650,grief and trouble exerts such a power upon the writer that he,1,achievement
17651,"his way courageously, success will surely come, - nor will the",1,achievement
17652,"before, he had been at his house about his guardianship business and had",1,work
17653,every individual as far as he can see him.  some is better than,1,achievement
17654,"power and knowledge of government.  her vice, her crime, her law",0,achievement
17655,laboured in his study at plans for the benefit of his workpeople. a complete,1,achievement
17656,"if quite at home and, having stuck an amber mouthpiece far into his",1,home
17657,get on better than he and ma had got on.  he didn't say so before ,1,achievement
17658,"his own trade very rigorous man, gained and improved an influence ",1,work
17659,"gets lazy out hyar an' dreamy, an' he wants to put off work till",1,work
17660,"""i would try the department stores.  they often need young women",0,achievement
17661,disposition. hence the many are better judges than a single man of,1,achievement
17662,"better place, which is perfect in holiness; but when she has communion",0,achievement
17663,"""you'll tell him you's sole me to pay yo' gamblin' debts en",1,work
17664,"sufficient authority to prevent crime, though he could command it.",1,achievement
17665,for him while he was earning our bread -- sitting at home and working for,1,home
17666,tried to return to the subject of what i wanted in the house. she,0,achievement
17667,his experiments on indigo had been no more successful in the,1,achievement
17668,"is."" she carried home the lozenges and returned",0,home
17669,"and he paid for this unpractical conduct as soon as he was of age,",1,work
17670,leader of the choir--came into the office to see me.  he was a,1,achievement
17671,"her family began to tell her how rich sam was going to be--was,",0,home
17672,    if he should succeed in drawing the attention of more able,1,achievement
17673,"present at his dally life and known him in his family relations, where",1,home
17674," rude principalities, the leader derived his prerogative from the",1,achievement
17675,"first made-to-order suit, - and he seemed slimmer and better",1,achievement
17676,"said indeed, ought to save part of his summer wages in order to",1,work
17677,elizabeth did so at first.  she tried to keep the peace with spain; she,0,achievement
17678,to speak about him. he had not come home since he had obtained his high,1,home
17679,"as you say, a better and happier thing for my brother if he had",1,achievement
17680,"surroundings, with a new piece of work for her to do, em'ly sat",0,work
17681,"""i'll pay my half and he can come to you for the other",1,work
17682,hollis looked smiling into the box. he had lately made a dash home,1,home
17683,inasmuch as she had just paid her road tax and had not yet,0,work
17684,"duties at this period were not arduous, for to his home he",1,home
17685,feel her power and yet to love her for her ignorance and,0,achievement
17686,used to run his office on as close business methods as,1,work
17687,italy- thou wouldst be beyond his power and knowledge! and what hast,1,achievement
17688,victories which he obtained over the foreign and domestic foes of,1,home
17689,"family than thrale.  if he but holds up a finger, he is obeyed.  it",1,home
17690,to do; and that as mucklebackit and his family were understood,1,home
17691,"stop, but can to some extent regulate, men are very apt to try to",1,achievement
17692,"idea, his industry and his skin, -- things which he",1,work
17693,"trial the subject was better avoided, until such time as he",1,achievement
17694,others upon the rate of pay that he can obtain for the product of,1,work
17695,"the time of his success was a good time, richard thought, for ",1,achievement
17696,country. his authority had restrained the pride and oppression of,1,achievement
17697,his living to make and yet is so damnably constituted that he can't work,1,work
17698,"the reformation of manners, the economy of his farms, the care of",1,work
17699,desires is a few acres of land which he and his family can,1,home
17700,no amount of reasoning ever succeeded in purging her welsh blood of,0,achievement
17701,wanted to get extra wages that he might buy a very warm red,1,work
17702,aside all thought of returning to the business which had appeared to him,1,work
17703,his job then? well but then another fellow would get a job making the new,1,work
17704,"better off, or of labouring under an impression that she might have ",0,achievement
17705,"and from him to their mother, who had been at work without",1,work
17706,delegates his authority over his child to a preceptor of greater accomplishments,1,achievement
